,,,,,soft_scc,soft_non
  CA: Santa Cruz County (06087),2000-2004,male,0-44,nhw,0,6
  CA: Santa Cruz County (06087),2000-2004,male,0-44,hw,0,1
  CA: Santa Cruz County (06087),2000-2004,male,0-44,b,0,0
  CA: Santa Cruz County (06087),2000-2004,male,45-64,nhw,0,10
  CA: Santa Cruz County (06087),2000-2004,male,45-64,hw,0,1
  CA: Santa Cruz County (06087),2000-2004,male,45-64,b,0,0
  CA: Santa Cruz County (06087),2000-2004,male,65+,nhw,0,6
  CA: Santa Cruz County (06087),2000-2004,male,65+,hw,0,1
  CA: Santa Cruz County (06087),2000-2004,male,65+,b,0,0
  CA: Santa Cruz County (06087),2000-2004,female,0-44,nhw,0,7
  CA: Santa Cruz County (06087),2000-2004,female,0-44,hw,0,2
  CA: Santa Cruz County (06087),2000-2004,female,0-44,b,0,1
  CA: Santa Cruz County (06087),2000-2004,female,45-64,nhw,0,7
  CA: Santa Cruz County (06087),2000-2004,female,45-64,hw,0,3
  CA: Santa Cruz County (06087),2000-2004,female,45-64,b,0,1
  CA: Santa Cruz County (06087),2000-2004,female,65+,nhw,0,2
  CA: Santa Cruz County (06087),2000-2004,female,65+,hw,0,0
  CA: Santa Cruz County (06087),2000-2004,female,65+,b,0,0
  CA: Santa Cruz County (06087),2005-2009,male,0-44,nhw,0,5
  CA: Santa Cruz County (06087),2005-2009,male,0-44,hw,0,1
  CA: Santa Cruz County (06087),2005-2009,male,0-44,b,0,0
  CA: Santa Cruz County (06087),2005-2009,male,45-64,nhw,0,5
  CA: Santa Cruz County (06087),2005-2009,male,45-64,hw,0,3
  CA: Santa Cruz County (06087),2005-2009,male,45-64,b,0,0
  CA: Santa Cruz County (06087),2005-2009,male,65+,nhw,0,9
  CA: Santa Cruz County (06087),2005-2009,male,65+,hw,0,0
  CA: Santa Cruz County (06087),2005-2009,male,65+,b,0,0
  CA: Santa Cruz County (06087),2005-2009,female,0-44,nhw,0,3
  CA: Santa Cruz County (06087),2005-2009,female,0-44,hw,0,3
  CA: Santa Cruz County (06087),2005-2009,female,0-44,b,0,0
  CA: Santa Cruz County (06087),2005-2009,female,45-64,nhw,0,4
  CA: Santa Cruz County (06087),2005-2009,female,45-64,hw,0,2
  CA: Santa Cruz County (06087),2005-2009,female,45-64,b,0,0
  CA: Santa Cruz County (06087),2005-2009,female,65+,nhw,0,7
  CA: Santa Cruz County (06087),2005-2009,female,65+,hw,0,1
  CA: Santa Cruz County (06087),2005-2009,female,65+,b,0,0
  CA: Santa Cruz County (06087),2010-2013,male,0-44,nhw,0,2
  CA: Santa Cruz County (06087),2010-2013,male,0-44,hw,0,1
  CA: Santa Cruz County (06087),2010-2013,male,0-44,b,0,0
  CA: Santa Cruz County (06087),2010-2013,male,45-64,nhw,0,3
  CA: Santa Cruz County (06087),2010-2013,male,45-64,hw,0,0
  CA: Santa Cruz County (06087),2010-2013,male,45-64,b,0,0
  CA: Santa Cruz County (06087),2010-2013,male,65+,nhw,0,6
  CA: Santa Cruz County (06087),2010-2013,male,65+,hw,0,0
  CA: Santa Cruz County (06087),2010-2013,male,65+,b,0,0
  CA: Santa Cruz County (06087),2010-2013,female,0-44,nhw,0,4
  CA: Santa Cruz County (06087),2010-2013,female,0-44,hw,0,3
  CA: Santa Cruz County (06087),2010-2013,female,0-44,b,0,0
  CA: Santa Cruz County (06087),2010-2013,female,45-64,nhw,0,3
  CA: Santa Cruz County (06087),2010-2013,female,45-64,hw,0,1
  CA: Santa Cruz County (06087),2010-2013,female,45-64,b,0,0
  CA: Santa Cruz County (06087),2010-2013,female,65+,nhw,0,8
  CA: Santa Cruz County (06087),2010-2013,female,65+,hw,0,0
  CA: Santa Cruz County (06087),2010-2013,female,65+,b,0,1
CA: Los Angeles Registry (06037),2000-2004,male,0-44,nhw,0,93
CA: Los Angeles Registry (06037),2000-2004,male,0-44,hw,0,141
CA: Los Angeles Registry (06037),2000-2004,male,0-44,b,0,41
CA: Los Angeles Registry (06037),2000-2004,male,45-64,nhw,0,99
CA: Los Angeles Registry (06037),2000-2004,male,45-64,hw,0,43
CA: Los Angeles Registry (06037),2000-2004,male,45-64,b,0,22
CA: Los Angeles Registry (06037),2000-2004,male,65+,nhw,1,157
CA: Los Angeles Registry (06037),2000-2004,male,65+,hw,0,28
CA: Los Angeles Registry (06037),2000-2004,male,65+,b,0,18
CA: Los Angeles Registry (06037),2000-2004,female,0-44,nhw,0,69
CA: Los Angeles Registry (06037),2000-2004,female,0-44,hw,0,120
CA: Los Angeles Registry (06037),2000-2004,female,0-44,b,0,23
CA: Los Angeles Registry (06037),2000-2004,female,45-64,nhw,0,66
CA: Los Angeles Registry (06037),2000-2004,female,45-64,hw,0,52
CA: Los Angeles Registry (06037),2000-2004,female,45-64,b,0,25
CA: Los Angeles Registry (06037),2000-2004,female,65+,nhw,0,117
CA: Los Angeles Registry (06037),2000-2004,female,65+,hw,0,29
CA: Los Angeles Registry (06037),2000-2004,female,65+,b,0,18
CA: Los Angeles Registry (06037),2005-2009,male,0-44,nhw,0,95
CA: Los Angeles Registry (06037),2005-2009,male,0-44,hw,0,133
CA: Los Angeles Registry (06037),2005-2009,male,0-44,b,0,36
CA: Los Angeles Registry (06037),2005-2009,male,45-64,nhw,0,105
CA: Los Angeles Registry (06037),2005-2009,male,45-64,hw,0,68
CA: Los Angeles Registry (06037),2005-2009,male,45-64,b,0,25
CA: Los Angeles Registry (06037),2005-2009,male,65+,nhw,0,159
CA: Los Angeles Registry (06037),2005-2009,male,65+,hw,0,39
CA: Los Angeles Registry (06037),2005-2009,male,65+,b,0,16
CA: Los Angeles Registry (06037),2005-2009,female,0-44,nhw,0,61
CA: Los Angeles Registry (06037),2005-2009,female,0-44,hw,0,108
CA: Los Angeles Registry (06037),2005-2009,female,0-44,b,0,22
CA: Los Angeles Registry (06037),2005-2009,female,45-64,nhw,0,73
CA: Los Angeles Registry (06037),2005-2009,female,45-64,hw,1,68
CA: Los Angeles Registry (06037),2005-2009,female,45-64,b,0,27
CA: Los Angeles Registry (06037),2005-2009,female,65+,nhw,0,119
CA: Los Angeles Registry (06037),2005-2009,female,65+,hw,0,48
CA: Los Angeles Registry (06037),2005-2009,female,65+,b,0,25
CA: Los Angeles Registry (06037),2010-2013,male,0-44,nhw,0,77
CA: Los Angeles Registry (06037),2010-2013,male,0-44,hw,0,121
CA: Los Angeles Registry (06037),2010-2013,male,0-44,b,2,25
CA: Los Angeles Registry (06037),2010-2013,male,45-64,nhw,1,99
CA: Los Angeles Registry (06037),2010-2013,male,45-64,hw,2,69
CA: Los Angeles Registry (06037),2010-2013,male,45-64,b,1,16
CA: Los Angeles Registry (06037),2010-2013,male,65+,nhw,1,122
CA: Los Angeles Registry (06037),2010-2013,male,65+,hw,0,67
CA: Los Angeles Registry (06037),2010-2013,male,65+,b,0,14
CA: Los Angeles Registry (06037),2010-2013,female,0-44,nhw,2,51
CA: Los Angeles Registry (06037),2010-2013,female,0-44,hw,1,98
CA: Los Angeles Registry (06037),2010-2013,female,0-44,b,0,17
CA: Los Angeles Registry (06037),2010-2013,female,45-64,nhw,1,60
CA: Los Angeles Registry (06037),2010-2013,female,45-64,hw,1,68
CA: Los Angeles Registry (06037),2010-2013,female,45-64,b,1,31
CA: Los Angeles Registry (06037),2010-2013,female,65+,nhw,2,98
CA: Los Angeles Registry (06037),2010-2013,female,65+,hw,1,29
CA: Los Angeles Registry (06037),2010-2013,female,65+,b,0,24
  CA: Alpine County (06003),2000-2004,male,0-44,nhw,0,0
  CA: Alpine County (06003),2000-2004,male,0-44,hw,0,0
  CA: Alpine County (06003),2000-2004,male,0-44,b,0,0
  CA: Alpine County (06003),2000-2004,male,45-64,nhw,0,0
  CA: Alpine County (06003),2000-2004,male,45-64,hw,0,0
  CA: Alpine County (06003),2000-2004,male,45-64,b,0,0
  CA: Alpine County (06003),2000-2004,male,65+,nhw,0,0
  CA: Alpine County (06003),2000-2004,male,65+,hw,0,0
  CA: Alpine County (06003),2000-2004,male,65+,b,0,0
  CA: Alpine County (06003),2000-2004,female,0-44,nhw,0,0
  CA: Alpine County (06003),2000-2004,female,0-44,hw,0,0
  CA: Alpine County (06003),2000-2004,female,0-44,b,0,0
  CA: Alpine County (06003),2000-2004,female,45-64,nhw,0,0
  CA: Alpine County (06003),2000-2004,female,45-64,hw,0,0
  CA: Alpine County (06003),2000-2004,female,45-64,b,0,0
  CA: Alpine County (06003),2000-2004,female,65+,nhw,0,0
  CA: Alpine County (06003),2000-2004,female,65+,hw,0,0
  CA: Alpine County (06003),2000-2004,female,65+,b,0,0
  CA: Alpine County (06003),2005-2009,male,0-44,nhw,0,0
  CA: Alpine County (06003),2005-2009,male,0-44,hw,0,0
  CA: Alpine County (06003),2005-2009,male,0-44,b,0,0
  CA: Alpine County (06003),2005-2009,male,45-64,nhw,0,1
  CA: Alpine County (06003),2005-2009,male,45-64,hw,0,0
  CA: Alpine County (06003),2005-2009,male,45-64,b,0,0
  CA: Alpine County (06003),2005-2009,male,65+,nhw,0,0
  CA: Alpine County (06003),2005-2009,male,65+,hw,0,0
  CA: Alpine County (06003),2005-2009,male,65+,b,0,0
  CA: Alpine County (06003),2005-2009,female,0-44,nhw,0,0
  CA: Alpine County (06003),2005-2009,female,0-44,hw,0,0
  CA: Alpine County (06003),2005-2009,female,0-44,b,0,0
  CA: Alpine County (06003),2005-2009,female,45-64,nhw,0,0
  CA: Alpine County (06003),2005-2009,female,45-64,hw,0,0
  CA: Alpine County (06003),2005-2009,female,45-64,b,0,0
  CA: Alpine County (06003),2005-2009,female,65+,nhw,0,0
  CA: Alpine County (06003),2005-2009,female,65+,hw,0,0
  CA: Alpine County (06003),2005-2009,female,65+,b,0,0
  CA: Alpine County (06003),2010-2013,male,0-44,nhw,0,0
  CA: Alpine County (06003),2010-2013,male,0-44,hw,0,0
  CA: Alpine County (06003),2010-2013,male,0-44,b,0,0
  CA: Alpine County (06003),2010-2013,male,45-64,nhw,0,0
  CA: Alpine County (06003),2010-2013,male,45-64,hw,0,0
  CA: Alpine County (06003),2010-2013,male,45-64,b,0,0
  CA: Alpine County (06003),2010-2013,male,65+,nhw,0,0
  CA: Alpine County (06003),2010-2013,male,65+,hw,0,0
  CA: Alpine County (06003),2010-2013,male,65+,b,0,0
  CA: Alpine County (06003),2010-2013,female,0-44,nhw,0,0
  CA: Alpine County (06003),2010-2013,female,0-44,hw,0,0
  CA: Alpine County (06003),2010-2013,female,0-44,b,0,0
  CA: Alpine County (06003),2010-2013,female,45-64,nhw,0,0
  CA: Alpine County (06003),2010-2013,female,45-64,hw,0,0
  CA: Alpine County (06003),2010-2013,female,45-64,b,0,0
  CA: Alpine County (06003),2010-2013,female,65+,nhw,0,0
  CA: Alpine County (06003),2010-2013,female,65+,hw,0,0
  CA: Alpine County (06003),2010-2013,female,65+,b,0,0
  CA: Amador County (06005),2000-2004,male,0-44,nhw,0,0
  CA: Amador County (06005),2000-2004,male,0-44,hw,0,0
  CA: Amador County (06005),2000-2004,male,0-44,b,0,0
  CA: Amador County (06005),2000-2004,male,45-64,nhw,0,1
  CA: Amador County (06005),2000-2004,male,45-64,hw,0,0
  CA: Amador County (06005),2000-2004,male,45-64,b,0,0
  CA: Amador County (06005),2000-2004,male,65+,nhw,0,0
  CA: Amador County (06005),2000-2004,male,65+,hw,0,0
  CA: Amador County (06005),2000-2004,male,65+,b,0,0
  CA: Amador County (06005),2000-2004,female,0-44,nhw,0,0
  CA: Amador County (06005),2000-2004,female,0-44,hw,0,0
  CA: Amador County (06005),2000-2004,female,0-44,b,0,0
  CA: Amador County (06005),2000-2004,female,45-64,nhw,0,1
  CA: Amador County (06005),2000-2004,female,45-64,hw,0,0
  CA: Amador County (06005),2000-2004,female,45-64,b,0,0
  CA: Amador County (06005),2000-2004,female,65+,nhw,0,1
  CA: Amador County (06005),2000-2004,female,65+,hw,0,0
  CA: Amador County (06005),2000-2004,female,65+,b,0,0
  CA: Amador County (06005),2005-2009,male,0-44,nhw,0,1
  CA: Amador County (06005),2005-2009,male,0-44,hw,0,0
  CA: Amador County (06005),2005-2009,male,0-44,b,0,0
  CA: Amador County (06005),2005-2009,male,45-64,nhw,0,0
  CA: Amador County (06005),2005-2009,male,45-64,hw,0,0
  CA: Amador County (06005),2005-2009,male,45-64,b,0,0
  CA: Amador County (06005),2005-2009,male,65+,nhw,0,4
  CA: Amador County (06005),2005-2009,male,65+,hw,0,0
  CA: Amador County (06005),2005-2009,male,65+,b,0,0
  CA: Amador County (06005),2005-2009,female,0-44,nhw,0,0
  CA: Amador County (06005),2005-2009,female,0-44,hw,0,0
  CA: Amador County (06005),2005-2009,female,0-44,b,0,0
  CA: Amador County (06005),2005-2009,female,45-64,nhw,0,3
  CA: Amador County (06005),2005-2009,female,45-64,hw,0,0
  CA: Amador County (06005),2005-2009,female,45-64,b,0,0
  CA: Amador County (06005),2005-2009,female,65+,nhw,0,1
  CA: Amador County (06005),2005-2009,female,65+,hw,0,0
  CA: Amador County (06005),2005-2009,female,65+,b,0,0
  CA: Amador County (06005),2010-2013,male,0-44,nhw,0,1
  CA: Amador County (06005),2010-2013,male,0-44,hw,0,0
  CA: Amador County (06005),2010-2013,male,0-44,b,0,0
  CA: Amador County (06005),2010-2013,male,45-64,nhw,0,1
  CA: Amador County (06005),2010-2013,male,45-64,hw,0,1
  CA: Amador County (06005),2010-2013,male,45-64,b,0,0
  CA: Amador County (06005),2010-2013,male,65+,nhw,1,2
  CA: Amador County (06005),2010-2013,male,65+,hw,0,0
  CA: Amador County (06005),2010-2013,male,65+,b,0,0
  CA: Amador County (06005),2010-2013,female,0-44,nhw,0,1
  CA: Amador County (06005),2010-2013,female,0-44,hw,0,0
  CA: Amador County (06005),2010-2013,female,0-44,b,0,0
  CA: Amador County (06005),2010-2013,female,45-64,nhw,0,1
  CA: Amador County (06005),2010-2013,female,45-64,hw,0,0
  CA: Amador County (06005),2010-2013,female,45-64,b,0,0
  CA: Amador County (06005),2010-2013,female,65+,nhw,0,1
  CA: Amador County (06005),2010-2013,female,65+,hw,0,0
  CA: Amador County (06005),2010-2013,female,65+,b,0,0
  CA: Butte County (06007),2000-2004,male,0-44,nhw,0,6
  CA: Butte County (06007),2000-2004,male,0-44,hw,0,1
  CA: Butte County (06007),2000-2004,male,0-44,b,0,1
  CA: Butte County (06007),2000-2004,male,45-64,nhw,1,4
  CA: Butte County (06007),2000-2004,male,45-64,hw,0,1
  CA: Butte County (06007),2000-2004,male,45-64,b,0,0
  CA: Butte County (06007),2000-2004,male,65+,nhw,0,2
  CA: Butte County (06007),2000-2004,male,65+,hw,0,1
  CA: Butte County (06007),2000-2004,male,65+,b,0,0
  CA: Butte County (06007),2000-2004,female,0-44,nhw,0,2
  CA: Butte County (06007),2000-2004,female,0-44,hw,0,0
  CA: Butte County (06007),2000-2004,female,0-44,b,0,0
  CA: Butte County (06007),2000-2004,female,45-64,nhw,0,3
  CA: Butte County (06007),2000-2004,female,45-64,hw,0,0
  CA: Butte County (06007),2000-2004,female,45-64,b,0,0
  CA: Butte County (06007),2000-2004,female,65+,nhw,0,9
  CA: Butte County (06007),2000-2004,female,65+,hw,0,0
  CA: Butte County (06007),2000-2004,female,65+,b,0,0
  CA: Butte County (06007),2005-2009,male,0-44,nhw,0,5
  CA: Butte County (06007),2005-2009,male,0-44,hw,0,0
  CA: Butte County (06007),2005-2009,male,0-44,b,0,0
  CA: Butte County (06007),2005-2009,male,45-64,nhw,0,6
  CA: Butte County (06007),2005-2009,male,45-64,hw,0,0
  CA: Butte County (06007),2005-2009,male,45-64,b,0,0
  CA: Butte County (06007),2005-2009,male,65+,nhw,1,10
  CA: Butte County (06007),2005-2009,male,65+,hw,0,0
  CA: Butte County (06007),2005-2009,male,65+,b,0,0
  CA: Butte County (06007),2005-2009,female,0-44,nhw,1,2
  CA: Butte County (06007),2005-2009,female,0-44,hw,0,1
  CA: Butte County (06007),2005-2009,female,0-44,b,0,0
  CA: Butte County (06007),2005-2009,female,45-64,nhw,1,2
  CA: Butte County (06007),2005-2009,female,45-64,hw,0,1
  CA: Butte County (06007),2005-2009,female,45-64,b,0,0
  CA: Butte County (06007),2005-2009,female,65+,nhw,0,6
  CA: Butte County (06007),2005-2009,female,65+,hw,0,0
  CA: Butte County (06007),2005-2009,female,65+,b,0,0
  CA: Butte County (06007),2010-2013,male,0-44,nhw,0,4
  CA: Butte County (06007),2010-2013,male,0-44,hw,0,1
  CA: Butte County (06007),2010-2013,male,0-44,b,0,0
  CA: Butte County (06007),2010-2013,male,45-64,nhw,0,4
  CA: Butte County (06007),2010-2013,male,45-64,hw,0,0
  CA: Butte County (06007),2010-2013,male,45-64,b,0,0
  CA: Butte County (06007),2010-2013,male,65+,nhw,0,12
  CA: Butte County (06007),2010-2013,male,65+,hw,0,0
  CA: Butte County (06007),2010-2013,male,65+,b,0,0
  CA: Butte County (06007),2010-2013,female,0-44,nhw,0,6
  CA: Butte County (06007),2010-2013,female,0-44,hw,0,1
  CA: Butte County (06007),2010-2013,female,0-44,b,0,0
  CA: Butte County (06007),2010-2013,female,45-64,nhw,0,2
  CA: Butte County (06007),2010-2013,female,45-64,hw,0,0
  CA: Butte County (06007),2010-2013,female,45-64,b,0,0
  CA: Butte County (06007),2010-2013,female,65+,nhw,0,9
  CA: Butte County (06007),2010-2013,female,65+,hw,0,0
  CA: Butte County (06007),2010-2013,female,65+,b,0,0
  CA: Calaveras County (06009),2000-2004,male,0-44,nhw,0,0
  CA: Calaveras County (06009),2000-2004,male,0-44,hw,0,0
  CA: Calaveras County (06009),2000-2004,male,0-44,b,0,0
  CA: Calaveras County (06009),2000-2004,male,45-64,nhw,0,2
  CA: Calaveras County (06009),2000-2004,male,45-64,hw,0,0
  CA: Calaveras County (06009),2000-2004,male,45-64,b,0,0
  CA: Calaveras County (06009),2000-2004,male,65+,nhw,0,3
  CA: Calaveras County (06009),2000-2004,male,65+,hw,0,0
  CA: Calaveras County (06009),2000-2004,male,65+,b,0,0
  CA: Calaveras County (06009),2000-2004,female,0-44,nhw,0,0
  CA: Calaveras County (06009),2000-2004,female,0-44,hw,0,0
  CA: Calaveras County (06009),2000-2004,female,0-44,b,0,0
  CA: Calaveras County (06009),2000-2004,female,45-64,nhw,0,1
  CA: Calaveras County (06009),2000-2004,female,45-64,hw,0,0
  CA: Calaveras County (06009),2000-2004,female,45-64,b,0,0
  CA: Calaveras County (06009),2000-2004,female,65+,nhw,0,2
  CA: Calaveras County (06009),2000-2004,female,65+,hw,0,0
  CA: Calaveras County (06009),2000-2004,female,65+,b,0,0
  CA: Calaveras County (06009),2005-2009,male,0-44,nhw,0,0
  CA: Calaveras County (06009),2005-2009,male,0-44,hw,0,0
  CA: Calaveras County (06009),2005-2009,male,0-44,b,0,0
  CA: Calaveras County (06009),2005-2009,male,45-64,nhw,0,0
  CA: Calaveras County (06009),2005-2009,male,45-64,hw,0,0
  CA: Calaveras County (06009),2005-2009,male,45-64,b,0,0
  CA: Calaveras County (06009),2005-2009,male,65+,nhw,0,2
  CA: Calaveras County (06009),2005-2009,male,65+,hw,0,0
  CA: Calaveras County (06009),2005-2009,male,65+,b,0,0
  CA: Calaveras County (06009),2005-2009,female,0-44,nhw,0,1
  CA: Calaveras County (06009),2005-2009,female,0-44,hw,0,0
  CA: Calaveras County (06009),2005-2009,female,0-44,b,0,0
  CA: Calaveras County (06009),2005-2009,female,45-64,nhw,0,0
  CA: Calaveras County (06009),2005-2009,female,45-64,hw,0,0
  CA: Calaveras County (06009),2005-2009,female,45-64,b,0,0
  CA: Calaveras County (06009),2005-2009,female,65+,nhw,0,1
  CA: Calaveras County (06009),2005-2009,female,65+,hw,0,1
  CA: Calaveras County (06009),2005-2009,female,65+,b,0,0
  CA: Calaveras County (06009),2010-2013,male,0-44,nhw,0,0
  CA: Calaveras County (06009),2010-2013,male,0-44,hw,0,0
  CA: Calaveras County (06009),2010-2013,male,0-44,b,0,0
  CA: Calaveras County (06009),2010-2013,male,45-64,nhw,0,2
  CA: Calaveras County (06009),2010-2013,male,45-64,hw,0,0
  CA: Calaveras County (06009),2010-2013,male,45-64,b,0,0
  CA: Calaveras County (06009),2010-2013,male,65+,nhw,0,1
  CA: Calaveras County (06009),2010-2013,male,65+,hw,0,0
  CA: Calaveras County (06009),2010-2013,male,65+,b,0,0
  CA: Calaveras County (06009),2010-2013,female,0-44,nhw,0,1
  CA: Calaveras County (06009),2010-2013,female,0-44,hw,0,1
  CA: Calaveras County (06009),2010-2013,female,0-44,b,0,0
  CA: Calaveras County (06009),2010-2013,female,45-64,nhw,0,0
  CA: Calaveras County (06009),2010-2013,female,45-64,hw,0,1
  CA: Calaveras County (06009),2010-2013,female,45-64,b,0,0
  CA: Calaveras County (06009),2010-2013,female,65+,nhw,0,1
  CA: Calaveras County (06009),2010-2013,female,65+,hw,0,0
  CA: Calaveras County (06009),2010-2013,female,65+,b,0,0
  CA: Colusa County (06011),2000-2004,male,0-44,nhw,0,1
  CA: Colusa County (06011),2000-2004,male,0-44,hw,0,0
  CA: Colusa County (06011),2000-2004,male,0-44,b,0,0
  CA: Colusa County (06011),2000-2004,male,45-64,nhw,0,0
  CA: Colusa County (06011),2000-2004,male,45-64,hw,0,0
  CA: Colusa County (06011),2000-2004,male,45-64,b,0,0
  CA: Colusa County (06011),2000-2004,male,65+,nhw,0,0
  CA: Colusa County (06011),2000-2004,male,65+,hw,0,0
