,,,,,eye_scc,eye_non
  LA: Pointe Coupee Parish (22077),2005-2009,female,45-64,b,0,0
  LA: Pointe Coupee Parish (22077),2005-2009,female,65+,nhw,0,0
  LA: Pointe Coupee Parish (22077),2005-2009,female,65+,hw,0,0
  LA: Pointe Coupee Parish (22077),2005-2009,female,65+,b,0,0
  LA: Pointe Coupee Parish (22077),2010-2013,male,0-44,nhw,0,0
  LA: Pointe Coupee Parish (22077),2010-2013,male,0-44,hw,0,0
  LA: Pointe Coupee Parish (22077),2010-2013,male,0-44,b,0,0
  LA: Pointe Coupee Parish (22077),2010-2013,male,45-64,nhw,0,0
  LA: Pointe Coupee Parish (22077),2010-2013,male,45-64,hw,0,0
  LA: Pointe Coupee Parish (22077),2010-2013,male,45-64,b,0,0
  LA: Pointe Coupee Parish (22077),2010-2013,male,65+,nhw,0,0
  LA: Pointe Coupee Parish (22077),2010-2013,male,65+,hw,0,0
  LA: Pointe Coupee Parish (22077),2010-2013,male,65+,b,0,0
  LA: Pointe Coupee Parish (22077),2010-2013,female,0-44,nhw,0,0
  LA: Pointe Coupee Parish (22077),2010-2013,female,0-44,hw,0,0
  LA: Pointe Coupee Parish (22077),2010-2013,female,0-44,b,0,0
  LA: Pointe Coupee Parish (22077),2010-2013,female,45-64,nhw,0,0
  LA: Pointe Coupee Parish (22077),2010-2013,female,45-64,hw,0,0
  LA: Pointe Coupee Parish (22077),2010-2013,female,45-64,b,0,0
  LA: Pointe Coupee Parish (22077),2010-2013,female,65+,nhw,0,0
  LA: Pointe Coupee Parish (22077),2010-2013,female,65+,hw,0,0
  LA: Pointe Coupee Parish (22077),2010-2013,female,65+,b,0,0
  LA: Rapides Parish (22079),2000-2004,male,0-44,nhw,0,1
  LA: Rapides Parish (22079),2000-2004,male,0-44,hw,0,0
  LA: Rapides Parish (22079),2000-2004,male,0-44,b,0,0
  LA: Rapides Parish (22079),2000-2004,male,45-64,nhw,0,0
  LA: Rapides Parish (22079),2000-2004,male,45-64,hw,0,0
  LA: Rapides Parish (22079),2000-2004,male,45-64,b,0,0
  LA: Rapides Parish (22079),2000-2004,male,65+,nhw,1,0
  LA: Rapides Parish (22079),2000-2004,male,65+,hw,0,0
  LA: Rapides Parish (22079),2000-2004,male,65+,b,0,0
  LA: Rapides Parish (22079),2000-2004,female,0-44,nhw,0,2
  LA: Rapides Parish (22079),2000-2004,female,0-44,hw,0,0
  LA: Rapides Parish (22079),2000-2004,female,0-44,b,0,0
  LA: Rapides Parish (22079),2000-2004,female,45-64,nhw,0,0
  LA: Rapides Parish (22079),2000-2004,female,45-64,hw,0,0
  LA: Rapides Parish (22079),2000-2004,female,45-64,b,0,0
  LA: Rapides Parish (22079),2000-2004,female,65+,nhw,0,0
  LA: Rapides Parish (22079),2000-2004,female,65+,hw,0,0
  LA: Rapides Parish (22079),2000-2004,female,65+,b,0,0
  LA: Rapides Parish (22079),2005-2009,male,0-44,nhw,0,0
  LA: Rapides Parish (22079),2005-2009,male,0-44,hw,0,0
  LA: Rapides Parish (22079),2005-2009,male,0-44,b,0,0
  LA: Rapides Parish (22079),2005-2009,male,45-64,nhw,0,1
  LA: Rapides Parish (22079),2005-2009,male,45-64,hw,0,0
  LA: Rapides Parish (22079),2005-2009,male,45-64,b,0,0
  LA: Rapides Parish (22079),2005-2009,male,65+,nhw,0,0
  LA: Rapides Parish (22079),2005-2009,male,65+,hw,0,0
  LA: Rapides Parish (22079),2005-2009,male,65+,b,0,0
  LA: Rapides Parish (22079),2005-2009,female,0-44,nhw,0,1
  LA: Rapides Parish (22079),2005-2009,female,0-44,hw,0,0
  LA: Rapides Parish (22079),2005-2009,female,0-44,b,0,0
  LA: Rapides Parish (22079),2005-2009,female,45-64,nhw,0,0
  LA: Rapides Parish (22079),2005-2009,female,45-64,hw,0,0
  LA: Rapides Parish (22079),2005-2009,female,45-64,b,0,0
  LA: Rapides Parish (22079),2005-2009,female,65+,nhw,0,3
  LA: Rapides Parish (22079),2005-2009,female,65+,hw,0,0
  LA: Rapides Parish (22079),2005-2009,female,65+,b,0,0
  LA: Rapides Parish (22079),2010-2013,male,0-44,nhw,0,0
  LA: Rapides Parish (22079),2010-2013,male,0-44,hw,0,0
  LA: Rapides Parish (22079),2010-2013,male,0-44,b,0,0
  LA: Rapides Parish (22079),2010-2013,male,45-64,nhw,0,0
  LA: Rapides Parish (22079),2010-2013,male,45-64,hw,0,0
  LA: Rapides Parish (22079),2010-2013,male,45-64,b,0,0
  LA: Rapides Parish (22079),2010-2013,male,65+,nhw,0,1
  LA: Rapides Parish (22079),2010-2013,male,65+,hw,0,0
  LA: Rapides Parish (22079),2010-2013,male,65+,b,0,0
  LA: Rapides Parish (22079),2010-2013,female,0-44,nhw,0,1
  LA: Rapides Parish (22079),2010-2013,female,0-44,hw,0,0
  LA: Rapides Parish (22079),2010-2013,female,0-44,b,0,0
  LA: Rapides Parish (22079),2010-2013,female,45-64,nhw,0,0
  LA: Rapides Parish (22079),2010-2013,female,45-64,hw,0,0
  LA: Rapides Parish (22079),2010-2013,female,45-64,b,0,0
  LA: Rapides Parish (22079),2010-2013,female,65+,nhw,0,0
  LA: Rapides Parish (22079),2010-2013,female,65+,hw,0,0
  LA: Rapides Parish (22079),2010-2013,female,65+,b,0,0
  LA: Red River Parish (22081),2000-2004,male,0-44,nhw,0,0
  LA: Red River Parish (22081),2000-2004,male,0-44,hw,0,0
  LA: Red River Parish (22081),2000-2004,male,0-44,b,0,0
  LA: Red River Parish (22081),2000-2004,male,45-64,nhw,0,0
  LA: Red River Parish (22081),2000-2004,male,45-64,hw,0,0
  LA: Red River Parish (22081),2000-2004,male,45-64,b,0,0
  LA: Red River Parish (22081),2000-2004,male,65+,nhw,0,0
  LA: Red River Parish (22081),2000-2004,male,65+,hw,0,0
  LA: Red River Parish (22081),2000-2004,male,65+,b,0,0
  LA: Red River Parish (22081),2000-2004,female,0-44,nhw,0,0
  LA: Red River Parish (22081),2000-2004,female,0-44,hw,0,0
  LA: Red River Parish (22081),2000-2004,female,0-44,b,0,0
  LA: Red River Parish (22081),2000-2004,female,45-64,nhw,0,0
  LA: Red River Parish (22081),2000-2004,female,45-64,hw,0,0
  LA: Red River Parish (22081),2000-2004,female,45-64,b,0,0
  LA: Red River Parish (22081),2000-2004,female,65+,nhw,0,0
  LA: Red River Parish (22081),2000-2004,female,65+,hw,0,0
  LA: Red River Parish (22081),2000-2004,female,65+,b,0,0
  LA: Red River Parish (22081),2005-2009,male,0-44,nhw,0,0
  LA: Red River Parish (22081),2005-2009,male,0-44,hw,0,0
  LA: Red River Parish (22081),2005-2009,male,0-44,b,0,0
  LA: Red River Parish (22081),2005-2009,male,45-64,nhw,0,0
  LA: Red River Parish (22081),2005-2009,male,45-64,hw,0,0
  LA: Red River Parish (22081),2005-2009,male,45-64,b,0,0
  LA: Red River Parish (22081),2005-2009,male,65+,nhw,0,0
  LA: Red River Parish (22081),2005-2009,male,65+,hw,0,0
  LA: Red River Parish (22081),2005-2009,male,65+,b,0,0
  LA: Red River Parish (22081),2005-2009,female,0-44,nhw,0,0
  LA: Red River Parish (22081),2005-2009,female,0-44,hw,0,0
  LA: Red River Parish (22081),2005-2009,female,0-44,b,0,0
  LA: Red River Parish (22081),2005-2009,female,45-64,nhw,0,0
  LA: Red River Parish (22081),2005-2009,female,45-64,hw,0,0
  LA: Red River Parish (22081),2005-2009,female,45-64,b,0,0
  LA: Red River Parish (22081),2005-2009,female,65+,nhw,0,0
  LA: Red River Parish (22081),2005-2009,female,65+,hw,0,0
  LA: Red River Parish (22081),2005-2009,female,65+,b,0,0
  LA: Red River Parish (22081),2010-2013,male,0-44,nhw,0,0
  LA: Red River Parish (22081),2010-2013,male,0-44,hw,0,0
  LA: Red River Parish (22081),2010-2013,male,0-44,b,0,0
  LA: Red River Parish (22081),2010-2013,male,45-64,nhw,0,0
  LA: Red River Parish (22081),2010-2013,male,45-64,hw,0,0
  LA: Red River Parish (22081),2010-2013,male,45-64,b,0,0
  LA: Red River Parish (22081),2010-2013,male,65+,nhw,0,0
  LA: Red River Parish (22081),2010-2013,male,65+,hw,0,0
  LA: Red River Parish (22081),2010-2013,male,65+,b,0,0
  LA: Red River Parish (22081),2010-2013,female,0-44,nhw,0,0
  LA: Red River Parish (22081),2010-2013,female,0-44,hw,0,0
  LA: Red River Parish (22081),2010-2013,female,0-44,b,0,0
  LA: Red River Parish (22081),2010-2013,female,45-64,nhw,0,0
  LA: Red River Parish (22081),2010-2013,female,45-64,hw,0,0
  LA: Red River Parish (22081),2010-2013,female,45-64,b,0,0
  LA: Red River Parish (22081),2010-2013,female,65+,nhw,0,0
  LA: Red River Parish (22081),2010-2013,female,65+,hw,0,0
  LA: Red River Parish (22081),2010-2013,female,65+,b,0,0
  LA: Richland Parish (22083),2000-2004,male,0-44,nhw,0,0
  LA: Richland Parish (22083),2000-2004,male,0-44,hw,0,0
  LA: Richland Parish (22083),2000-2004,male,0-44,b,0,1
  LA: Richland Parish (22083),2000-2004,male,45-64,nhw,0,0
  LA: Richland Parish (22083),2000-2004,male,45-64,hw,0,0
  LA: Richland Parish (22083),2000-2004,male,45-64,b,0,1
  LA: Richland Parish (22083),2000-2004,male,65+,nhw,0,0
  LA: Richland Parish (22083),2000-2004,male,65+,hw,0,0
  LA: Richland Parish (22083),2000-2004,male,65+,b,0,0
  LA: Richland Parish (22083),2000-2004,female,0-44,nhw,0,1
  LA: Richland Parish (22083),2000-2004,female,0-44,hw,0,0
  LA: Richland Parish (22083),2000-2004,female,0-44,b,0,0
  LA: Richland Parish (22083),2000-2004,female,45-64,nhw,0,1
  LA: Richland Parish (22083),2000-2004,female,45-64,hw,0,0
  LA: Richland Parish (22083),2000-2004,female,45-64,b,0,0
  LA: Richland Parish (22083),2000-2004,female,65+,nhw,0,0
  LA: Richland Parish (22083),2000-2004,female,65+,hw,0,0
  LA: Richland Parish (22083),2000-2004,female,65+,b,0,0
  LA: Richland Parish (22083),2005-2009,male,0-44,nhw,0,0
  LA: Richland Parish (22083),2005-2009,male,0-44,hw,0,0
  LA: Richland Parish (22083),2005-2009,male,0-44,b,0,0
  LA: Richland Parish (22083),2005-2009,male,45-64,nhw,0,0
  LA: Richland Parish (22083),2005-2009,male,45-64,hw,0,0
  LA: Richland Parish (22083),2005-2009,male,45-64,b,0,0
  LA: Richland Parish (22083),2005-2009,male,65+,nhw,0,0
  LA: Richland Parish (22083),2005-2009,male,65+,hw,0,0
  LA: Richland Parish (22083),2005-2009,male,65+,b,0,0
  LA: Richland Parish (22083),2005-2009,female,0-44,nhw,0,0
  LA: Richland Parish (22083),2005-2009,female,0-44,hw,0,0
  LA: Richland Parish (22083),2005-2009,female,0-44,b,0,0
  LA: Richland Parish (22083),2005-2009,female,45-64,nhw,0,0
  LA: Richland Parish (22083),2005-2009,female,45-64,hw,0,0
  LA: Richland Parish (22083),2005-2009,female,45-64,b,0,0
  LA: Richland Parish (22083),2005-2009,female,65+,nhw,0,1
  LA: Richland Parish (22083),2005-2009,female,65+,hw,0,0
  LA: Richland Parish (22083),2005-2009,female,65+,b,0,0
  LA: Richland Parish (22083),2010-2013,male,0-44,nhw,0,0
  LA: Richland Parish (22083),2010-2013,male,0-44,hw,0,0
  LA: Richland Parish (22083),2010-2013,male,0-44,b,0,0
  LA: Richland Parish (22083),2010-2013,male,45-64,nhw,0,0
  LA: Richland Parish (22083),2010-2013,male,45-64,hw,0,0
  LA: Richland Parish (22083),2010-2013,male,45-64,b,0,0
  LA: Richland Parish (22083),2010-2013,male,65+,nhw,0,0
  LA: Richland Parish (22083),2010-2013,male,65+,hw,0,0
  LA: Richland Parish (22083),2010-2013,male,65+,b,0,0
  LA: Richland Parish (22083),2010-2013,female,0-44,nhw,0,0
  LA: Richland Parish (22083),2010-2013,female,0-44,hw,0,0
  LA: Richland Parish (22083),2010-2013,female,0-44,b,0,0
  LA: Richland Parish (22083),2010-2013,female,45-64,nhw,0,0
  LA: Richland Parish (22083),2010-2013,female,45-64,hw,0,0
  LA: Richland Parish (22083),2010-2013,female,45-64,b,0,0
  LA: Richland Parish (22083),2010-2013,female,65+,nhw,0,0
  LA: Richland Parish (22083),2010-2013,female,65+,hw,0,0
  LA: Richland Parish (22083),2010-2013,female,65+,b,0,0
  LA: Sabine Parish (22085),2000-2004,male,0-44,nhw,0,0
  LA: Sabine Parish (22085),2000-2004,male,0-44,hw,0,0
  LA: Sabine Parish (22085),2000-2004,male,0-44,b,0,0
  LA: Sabine Parish (22085),2000-2004,male,45-64,nhw,0,0
  LA: Sabine Parish (22085),2000-2004,male,45-64,hw,0,0
  LA: Sabine Parish (22085),2000-2004,male,45-64,b,0,0
  LA: Sabine Parish (22085),2000-2004,male,65+,nhw,0,0
  LA: Sabine Parish (22085),2000-2004,male,65+,hw,0,0
  LA: Sabine Parish (22085),2000-2004,male,65+,b,0,0
  LA: Sabine Parish (22085),2000-2004,female,0-44,nhw,0,0
  LA: Sabine Parish (22085),2000-2004,female,0-44,hw,0,0
  LA: Sabine Parish (22085),2000-2004,female,0-44,b,0,0
  LA: Sabine Parish (22085),2000-2004,female,45-64,nhw,0,0
  LA: Sabine Parish (22085),2000-2004,female,45-64,hw,0,0
  LA: Sabine Parish (22085),2000-2004,female,45-64,b,0,0
  LA: Sabine Parish (22085),2000-2004,female,65+,nhw,0,1
  LA: Sabine Parish (22085),2000-2004,female,65+,hw,0,0
  LA: Sabine Parish (22085),2000-2004,female,65+,b,0,0
  LA: Sabine Parish (22085),2005-2009,male,0-44,nhw,0,0
  LA: Sabine Parish (22085),2005-2009,male,0-44,hw,0,0
  LA: Sabine Parish (22085),2005-2009,male,0-44,b,0,0
  LA: Sabine Parish (22085),2005-2009,male,45-64,nhw,0,0
  LA: Sabine Parish (22085),2005-2009,male,45-64,hw,0,0
  LA: Sabine Parish (22085),2005-2009,male,45-64,b,0,0
  LA: Sabine Parish (22085),2005-2009,male,65+,nhw,0,1
  LA: Sabine Parish (22085),2005-2009,male,65+,hw,0,0
  LA: Sabine Parish (22085),2005-2009,male,65+,b,0,0
  LA: Sabine Parish (22085),2005-2009,female,0-44,nhw,0,0
  LA: Sabine Parish (22085),2005-2009,female,0-44,hw,0,0
  LA: Sabine Parish (22085),2005-2009,female,0-44,b,0,0
  LA: Sabine Parish (22085),2005-2009,female,45-64,nhw,0,0
  LA: Sabine Parish (22085),2005-2009,female,45-64,hw,0,0
  LA: Sabine Parish (22085),2005-2009,female,45-64,b,0,0
  LA: Sabine Parish (22085),2005-2009,female,65+,nhw,0,0
  LA: Sabine Parish (22085),2005-2009,female,65+,hw,0,0
  LA: Sabine Parish (22085),2005-2009,female,65+,b,0,0
  LA: Sabine Parish (22085),2010-2013,male,0-44,nhw,0,0
  LA: Sabine Parish (22085),2010-2013,male,0-44,hw,0,0
  LA: Sabine Parish (22085),2010-2013,male,0-44,b,0,0
  LA: Sabine Parish (22085),2010-2013,male,45-64,nhw,0,0
  LA: Sabine Parish (22085),2010-2013,male,45-64,hw,0,0
  LA: Sabine Parish (22085),2010-2013,male,45-64,b,0,0
  LA: Sabine Parish (22085),2010-2013,male,65+,nhw,0,1
  LA: Sabine Parish (22085),2010-2013,male,65+,hw,0,0
  LA: Sabine Parish (22085),2010-2013,male,65+,b,0,0
  LA: Sabine Parish (22085),2010-2013,female,0-44,nhw,0,1
  LA: Sabine Parish (22085),2010-2013,female,0-44,hw,0,0
  LA: Sabine Parish (22085),2010-2013,female,0-44,b,0,0
  LA: Sabine Parish (22085),2010-2013,female,45-64,nhw,0,0
  LA: Sabine Parish (22085),2010-2013,female,45-64,hw,0,0
  LA: Sabine Parish (22085),2010-2013,female,45-64,b,0,0
  LA: Sabine Parish (22085),2010-2013,female,65+,nhw,0,0
  LA: Sabine Parish (22085),2010-2013,female,65+,hw,0,0
  LA: Sabine Parish (22085),2010-2013,female,65+,b,0,0
  LA: St. Bernard Parish (22087),2000-2004,male,0-44,nhw,0,0
  LA: St. Bernard Parish (22087),2000-2004,male,0-44,hw,0,0
  LA: St. Bernard Parish (22087),2000-2004,male,0-44,b,0,0
  LA: St. Bernard Parish (22087),2000-2004,male,45-64,nhw,1,1
  LA: St. Bernard Parish (22087),2000-2004,male,45-64,hw,0,0
  LA: St. Bernard Parish (22087),2000-2004,male,45-64,b,0,0
  LA: St. Bernard Parish (22087),2000-2004,male,65+,nhw,0,0
  LA: St. Bernard Parish (22087),2000-2004,male,65+,hw,0,0
  LA: St. Bernard Parish (22087),2000-2004,male,65+,b,0,0
  LA: St. Bernard Parish (22087),2000-2004,female,0-44,nhw,0,1
  LA: St. Bernard Parish (22087),2000-2004,female,0-44,hw,0,0
  LA: St. Bernard Parish (22087),2000-2004,female,0-44,b,0,0
  LA: St. Bernard Parish (22087),2000-2004,female,45-64,nhw,0,0
  LA: St. Bernard Parish (22087),2000-2004,female,45-64,hw,0,0
  LA: St. Bernard Parish (22087),2000-2004,female,45-64,b,0,0
  LA: St. Bernard Parish (22087),2000-2004,female,65+,nhw,0,1
  LA: St. Bernard Parish (22087),2000-2004,female,65+,hw,0,0
  LA: St. Bernard Parish (22087),2000-2004,female,65+,b,0,0
  LA: St. Bernard Parish (22087),2005-2009,male,0-44,nhw,0,0
  LA: St. Bernard Parish (22087),2005-2009,male,0-44,hw,0,0
  LA: St. Bernard Parish (22087),2005-2009,male,0-44,b,0,0
  LA: St. Bernard Parish (22087),2005-2009,male,45-64,nhw,0,0
  LA: St. Bernard Parish (22087),2005-2009,male,45-64,hw,0,0
  LA: St. Bernard Parish (22087),2005-2009,male,45-64,b,0,0
  LA: St. Bernard Parish (22087),2005-2009,male,65+,nhw,0,0
  LA: St. Bernard Parish (22087),2005-2009,male,65+,hw,0,0
  LA: St. Bernard Parish (22087),2005-2009,male,65+,b,0,0
  LA: St. Bernard Parish (22087),2005-2009,female,0-44,nhw,0,0
  LA: St. Bernard Parish (22087),2005-2009,female,0-44,hw,0,0
  LA: St. Bernard Parish (22087),2005-2009,female,0-44,b,0,0
  LA: St. Bernard Parish (22087),2005-2009,female,45-64,nhw,0,1
  LA: St. Bernard Parish (22087),2005-2009,female,45-64,hw,0,0
  LA: St. Bernard Parish (22087),2005-2009,female,45-64,b,0,0
  LA: St. Bernard Parish (22087),2005-2009,female,65+,nhw,0,0
  LA: St. Bernard Parish (22087),2005-2009,female,65+,hw,0,0
  LA: St. Bernard Parish (22087),2005-2009,female,65+,b,0,0
  LA: St. Bernard Parish (22087),2010-2013,male,0-44,nhw,0,0
  LA: St. Bernard Parish (22087),2010-2013,male,0-44,hw,0,0
  LA: St. Bernard Parish (22087),2010-2013,male,0-44,b,0,1
  LA: St. Bernard Parish (22087),2010-2013,male,45-64,nhw,0,0
  LA: St. Bernard Parish (22087),2010-2013,male,45-64,hw,0,0
  LA: St. Bernard Parish (22087),2010-2013,male,45-64,b,0,0
  LA: St. Bernard Parish (22087),2010-2013,male,65+,nhw,0,0
  LA: St. Bernard Parish (22087),2010-2013,male,65+,hw,0,0
  LA: St. Bernard Parish (22087),2010-2013,male,65+,b,0,0
  LA: St. Bernard Parish (22087),2010-2013,female,0-44,nhw,0,0
  LA: St. Bernard Parish (22087),2010-2013,female,0-44,hw,0,0
  LA: St. Bernard Parish (22087),2010-2013,female,0-44,b,0,0
  LA: St. Bernard Parish (22087),2010-2013,female,45-64,nhw,0,0
  LA: St. Bernard Parish (22087),2010-2013,female,45-64,hw,0,0
  LA: St. Bernard Parish (22087),2010-2013,female,45-64,b,0,0
  LA: St. Bernard Parish (22087),2010-2013,female,65+,nhw,0,0
  LA: St. Bernard Parish (22087),2010-2013,female,65+,hw,0,0
  LA: St. Bernard Parish (22087),2010-2013,female,65+,b,0,0
  LA: St. Charles Parish (22089),2000-2004,male,0-44,nhw,0,0
  LA: St. Charles Parish (22089),2000-2004,male,0-44,hw,0,0
  LA: St. Charles Parish (22089),2000-2004,male,0-44,b,0,0
  LA: St. Charles Parish (22089),2000-2004,male,45-64,nhw,0,0
  LA: St. Charles Parish (22089),2000-2004,male,45-64,hw,0,0
  LA: St. Charles Parish (22089),2000-2004,male,45-64,b,0,0
  LA: St. Charles Parish (22089),2000-2004,male,65+,nhw,0,1
  LA: St. Charles Parish (22089),2000-2004,male,65+,hw,0,0
  LA: St. Charles Parish (22089),2000-2004,male,65+,b,0,0
  LA: St. Charles Parish (22089),2000-2004,female,0-44,nhw,0,0
  LA: St. Charles Parish (22089),2000-2004,female,0-44,hw,0,0
  LA: St. Charles Parish (22089),2000-2004,female,0-44,b,0,0
  LA: St. Charles Parish (22089),2000-2004,female,45-64,nhw,0,1
  LA: St. Charles Parish (22089),2000-2004,female,45-64,hw,0,0
  LA: St. Charles Parish (22089),2000-2004,female,45-64,b,0,0
  LA: St. Charles Parish (22089),2000-2004,female,65+,nhw,0,0
  LA: St. Charles Parish (22089),2000-2004,female,65+,hw,0,0
  LA: St. Charles Parish (22089),2000-2004,female,65+,b,0,0
  LA: St. Charles Parish (22089),2005-2009,male,0-44,nhw,0,1
  LA: St. Charles Parish (22089),2005-2009,male,0-44,hw,0,0
  LA: St. Charles Parish (22089),2005-2009,male,0-44,b,0,0
  LA: St. Charles Parish (22089),2005-2009,male,45-64,nhw,0,0
  LA: St. Charles Parish (22089),2005-2009,male,45-64,hw,0,0
  LA: St. Charles Parish (22089),2005-2009,male,45-64,b,0,0
  LA: St. Charles Parish (22089),2005-2009,male,65+,nhw,0,0
  LA: St. Charles Parish (22089),2005-2009,male,65+,hw,0,0
  LA: St. Charles Parish (22089),2005-2009,male,65+,b,0,0
  LA: St. Charles Parish (22089),2005-2009,female,0-44,nhw,0,1
  LA: St. Charles Parish (22089),2005-2009,female,0-44,hw,0,0
  LA: St. Charles Parish (22089),2005-2009,female,0-44,b,0,0
  LA: St. Charles Parish (22089),2005-2009,female,45-64,nhw,0,0
  LA: St. Charles Parish (22089),2005-2009,female,45-64,hw,0,0
  LA: St. Charles Parish (22089),2005-2009,female,45-64,b,0,0
  LA: St. Charles Parish (22089),2005-2009,female,65+,nhw,0,0
  LA: St. Charles Parish (22089),2005-2009,female,65+,hw,0,0
  LA: St. Charles Parish (22089),2005-2009,female,65+,b,0,0
  LA: St. Charles Parish (22089),2010-2013,male,0-44,nhw,0,0
  LA: St. Charles Parish (22089),2010-2013,male,0-44,hw,0,0
  LA: St. Charles Parish (22089),2010-2013,male,0-44,b,0,0
  LA: St. Charles Parish (22089),2010-2013,male,45-64,nhw,0,0
  LA: St. Charles Parish (22089),2010-2013,male,45-64,hw,0,0
  LA: St. Charles Parish (22089),2010-2013,male,45-64,b,0,0
  LA: St. Charles Parish (22089),2010-2013,male,65+,nhw,0,2
  LA: St. Charles Parish (22089),2010-2013,male,65+,hw,0,0
  LA: St. Charles Parish (22089),2010-2013,male,65+,b,0,0
  LA: St. Charles Parish (22089),2010-2013,female,0-44,nhw,0,0
  LA: St. Charles Parish (22089),2010-2013,female,0-44,hw,0,0
  LA: St. Charles Parish (22089),2010-2013,female,0-44,b,0,0
  LA: St. Charles Parish (22089),2010-2013,female,45-64,nhw,0,0
  LA: St. Charles Parish (22089),2010-2013,female,45-64,hw,0,0
  LA: St. Charles Parish (22089),2010-2013,female,45-64,b,0,0
  LA: St. Charles Parish (22089),2010-2013,female,65+,nhw,0,0
  LA: St. Charles Parish (22089),2010-2013,female,65+,hw,0,0
  LA: St. Charles Parish (22089),2010-2013,female,65+,b,0,0
  LA: St. Helena Parish (22091),2000-2004,male,0-44,nhw,0,0
  LA: St. Helena Parish (22091),2000-2004,male,0-44,hw,0,0
  LA: St. Helena Parish (22091),2000-2004,male,0-44,b,0,0
  LA: St. Helena Parish (22091),2000-2004,male,45-64,nhw,0,0
  LA: St. Helena Parish (22091),2000-2004,male,45-64,hw,0,0
  LA: St. Helena Parish (22091),2000-2004,male,45-64,b,0,0
  LA: St. Helena Parish (22091),2000-2004,male,65+,nhw,0,0
  LA: St. Helena Parish (22091),2000-2004,male,65+,hw,0,0
  LA: St. Helena Parish (22091),2000-2004,male,65+,b,0,0
  LA: St. Helena Parish (22091),2000-2004,female,0-44,nhw,0,0
  LA: St. Helena Parish (22091),2000-2004,female,0-44,hw,0,0
  LA: St. Helena Parish (22091),2000-2004,female,0-44,b,0,0
  LA: St. Helena Parish (22091),2000-2004,female,45-64,nhw,0,0
  LA: St. Helena Parish (22091),2000-2004,female,45-64,hw,0,0
  LA: St. Helena Parish (22091),2000-2004,female,45-64,b,0,0
  LA: St. Helena Parish (22091),2000-2004,female,65+,nhw,0,0
  LA: St. Helena Parish (22091),2000-2004,female,65+,hw,0,0
  LA: St. Helena Parish (22091),2000-2004,female,65+,b,0,0
  LA: St. Helena Parish (22091),2005-2009,male,0-44,nhw,0,0
  LA: St. Helena Parish (22091),2005-2009,male,0-44,hw,0,0
  LA: St. Helena Parish (22091),2005-2009,male,0-44,b,0,0
  LA: St. Helena Parish (22091),2005-2009,male,45-64,nhw,0,0
  LA: St. Helena Parish (22091),2005-2009,male,45-64,hw,0,0
  LA: St. Helena Parish (22091),2005-2009,male,45-64,b,0,0
  LA: St. Helena Parish (22091),2005-2009,male,65+,nhw,0,0
  LA: St. Helena Parish (22091),2005-2009,male,65+,hw,0,0
  LA: St. Helena Parish (22091),2005-2009,male,65+,b,0,0
  LA: St. Helena Parish (22091),2005-2009,female,0-44,nhw,0,0
  LA: St. Helena Parish (22091),2005-2009,female,0-44,hw,0,0
  LA: St. Helena Parish (22091),2005-2009,female,0-44,b,0,0
  LA: St. Helena Parish (22091),2005-2009,female,45-64,nhw,0,0
  LA: St. Helena Parish (22091),2005-2009,female,45-64,hw,0,0
  LA: St. Helena Parish (22091),2005-2009,female,45-64,b,0,0
  LA: St. Helena Parish (22091),2005-2009,female,65+,nhw,0,0
  LA: St. Helena Parish (22091),2005-2009,female,65+,hw,0,0
  LA: St. Helena Parish (22091),2005-2009,female,65+,b,0,0
  LA: St. Helena Parish (22091),2010-2013,male,0-44,nhw,0,0
  LA: St. Helena Parish (22091),2010-2013,male,0-44,hw,0,0
  LA: St. Helena Parish (22091),2010-2013,male,0-44,b,0,0
  LA: St. Helena Parish (22091),2010-2013,male,45-64,nhw,0,0
  LA: St. Helena Parish (22091),2010-2013,male,45-64,hw,0,0
  LA: St. Helena Parish (22091),2010-2013,male,45-64,b,0,0
  LA: St. Helena Parish (22091),2010-2013,male,65+,nhw,0,0
  LA: St. Helena Parish (22091),2010-2013,male,65+,hw,0,0
  LA: St. Helena Parish (22091),2010-2013,male,65+,b,0,0
  LA: St. Helena Parish (22091),2010-2013,female,0-44,nhw,0,0
  LA: St. Helena Parish (22091),2010-2013,female,0-44,hw,0,0
  LA: St. Helena Parish (22091),2010-2013,female,0-44,b,0,0
  LA: St. Helena Parish (22091),2010-2013,female,45-64,nhw,0,0
  LA: St. Helena Parish (22091),2010-2013,female,45-64,hw,0,0
  LA: St. Helena Parish (22091),2010-2013,female,45-64,b,0,0
  LA: St. Helena Parish (22091),2010-2013,female,65+,nhw,0,0
  LA: St. Helena Parish (22091),2010-2013,female,65+,hw,0,0
  LA: St. Helena Parish (22091),2010-2013,female,65+,b,0,0
  LA: St. James Parish (22093),2000-2004,male,0-44,nhw,0,0
  LA: St. James Parish (22093),2000-2004,male,0-44,hw,0,0
  LA: St. James Parish (22093),2000-2004,male,0-44,b,0,0
  LA: St. James Parish (22093),2000-2004,male,45-64,nhw,0,0
  LA: St. James Parish (22093),2000-2004,male,45-64,hw,0,0
  LA: St. James Parish (22093),2000-2004,male,45-64,b,0,0
  LA: St. James Parish (22093),2000-2004,male,65+,nhw,1,0
  LA: St. James Parish (22093),2000-2004,male,65+,hw,0,0
  LA: St. James Parish (22093),2000-2004,male,65+,b,0,0
